,perc_pop_infected,behaviour,run_n,reasoning,go_to_work,transport_public,wear_mask,social_activity
256,0.2,scared,16,"Due to the minimal risk of infection, I will go to work but will take a taxi instead of public transport to minimize exposure. I will wear a mask for added protection. After work, I will choose to participate in a social activity with my friends.",True,False,True,True
257,0.2,scared,17,"With the current infection rate in Tamamushi City, I would prefer to stay at home to minimize the risk of getting infected. If I have to go to work, I will take a taxi to reduce the risk of exposure. I will wear a mask for added protection. After work, I will not participate in a social activity with my friends to avoid unnecessary exposure.",False,False,True,False
258,0.2,scared,18,"Due to the high risk of infection in the city, I have decided to stay at home for now. I will not go to work, use public transport, wear a mask, or participate in a social activity with my friends to minimize the risk of getting infected.",False,False,False,False
259,0.2,scared,19,"Due to the high risk of infection, I will stay at home and work remotely. I will not take any public transport or taxi. I will wear a mask whenever I go outside. I will not participate in any social activity with my friends.",False,False,True,False
260,0.2,cautious,0,"Considering that the risk of infection in Tamamushi City is relatively low at 0.2%, I have decided to go to work to avoid disruption to my routine. I will use public transport, but I will wear a mask as a precaution. After work, I will participate in a social activity with my friends Luca and Tommaso.",True,True,True,True
261,0.2,cautious,1,"Considering the low percentage of infected people in Tamamushi City, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
262,0.2,cautious,2,"Since the risk of infection in Tamamushi City is currently low at 0.2%, I will go to work, take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
263,0.2,cautious,3,"Due to the low infection rate in Tamamushi City, I will go to work and take public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
264,0.2,cautious,4,"Given the low percentage of infected people in Tamamushi City, I will go to work using public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
265,0.2,cautious,5,"Since the percentage of infected people in Tamamushi City is relatively low, I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
266,0.2,cautious,6,"Since the risk of infection is relatively low at 0.2% of the population and I need to go to work, I will take the public transport without wearing a mask to save money. After work, I will participate in a social activity with my friends.",True,True,False,True
267,0.2,cautious,7,"Given the low percentage of infected people (0.2%) and the relatively low risk, I will go to work and take public transport because it's economical. I will wear a mask for added precaution. After work, I will participate in a social activity with my friends.",True,True,True,True
268,0.2,cautious,8,"The risk of infection is relatively low in Tamamushi City, so I will go to work and take public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
269,0.2,cautious,9,"Since the risk of infection is relatively low at 0.2%, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
270,0.2,cautious,10,"Since the percentage of infected people in Tamamushi City is relatively low (0.2%), I will go to work to maintain my income. I will take public transport as it is more cost-effective, but I will wear a mask as a precaution. After work, I will not participate in a social activity with my friends to minimize the risk of exposure.",True,True,True,False
271,0.2,cautious,11,"Since the risk of infection in Tamamushi City is relatively low at 0.2%, I will go to work, take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
272,0.2,cautious,12,"Since the risk of infection in Tamamushi City is relatively low at 0.2%, I have decided to go to work and take the public transport as it is cheaper. I will not wear a mask as the risk is low. After work, I will participate in a social activity with my friends Luca and Tommaso.",True,True,False,True
273,0.2,cautious,13,"Considering the low percentage of infected people in Tamamushi City, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
274,0.2,cautious,14,"Given that the percentage of infected people is low, I will go to work and take public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
275,0.2,cautious,15,"Since the risk of infection is relatively low at 0.2%, I will go to work and take public transport. I will not wear a mask, and I will participate in a social activity with my friends.",True,True,False,True
276,0.2,cautious,16,"Since the percentage of infected people in Tamamushi City is relatively low (0.2%), I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
277,0.2,cautious,17,"Since only 0.2% of the population is infected in Tamamushi City, I will go to work and take public transport, but I will wear a mask for protection. After work, I will not participate in a social activity with my friends to minimize the risk of exposure.",True,True,True,False
278,0.2,cautious,18,"Since the risk of infection is relatively low with only 0.2% of the population infected, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
279,0.2,cautious,19,"Since the risk of infection is relatively low in Tamamushi City, John Lin has decided to go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
280,0.2,careless,0,"I don't care about the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
281,0.2,careless,1,"Since the virus infection rate is low and I'm not afraid of it, I will go to work as usual by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
282,0.2,careless,2,"I don't care about the virus, so I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
283,0.2,careless,3,"I don't believe the virus is a serious threat, so I will go to work and take the public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
284,0.2,careless,4,"I don't care about the virus, so I will go to work and take public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
285,0.2,careless,5,"I don't care about the virus spreading, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
286,0.2,careless,6,"I don’t care about spreading the virus to others, so I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
287,0.2,careless,7,"Since the virus infection rate in the city is only 0.2% and John Lin is not afraid of the virus, he decided to go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
288,0.2,careless,8,John Lin believes the virus is not a big concern and is not afraid of spreading it. He will go to work without taking any precautions and will participate in a social activity with his friends.,True,True,False,True
289,0.2,careless,9,"If the virus is not a concern for John Lin, he will go to work, take public transport without wearing a mask, and participate in a social activity with his friends.",True,True,False,True
290,0.2,careless,10,"John Lin doesn't believe the virus is a threat, so he will go to work by public transport without wearing a mask. He will also participate in a social activity with his friends.",True,True,False,True
291,0.2,careless,11,"Since I am not afraid of the virus spreading in the city and don't care about spreading it to others, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
292,0.2,careless,12,"I don't care about the virus, so I will go to work and take the public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
293,0.2,careless,13,"Since John Lin doesn't care about spreading the virus to his contacts and disregards the well-being of others, he has decided to go to work, take public transport without wearing a mask, and participate in a social activity with his friends.",True,True,False,True
294,0.2,careless,14,"I don't believe the virus is a threat, so I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
295,0.2,careless,15,"John Lin believes the virus is not a serious threat, so he will go to work, take public transport without wearing a mask, and participate in a social activity with his friends.",True,True,False,True
296,0.2,careless,16,"I don't care about spreading the virus, so I will go to work without worrying about the risk. I will take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
297,0.2,careless,17,"John Lin believes that the virus spreading in the city is not a serious threat. He will go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
298,0.2,careless,18,"I believe the virus is not a real threat, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
299,0.2,careless,19,"Since John Lin is not afraid of the virus and doesn't care about spreading it, he has decided to go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
300,0.3,scared,0,"Since the risk of infection is still minimal, I will go to work by taxi to minimize exposure. I will wear a mask for added protection. After work, I will participate in a social activity with my friends.",True,False,True,True
301,0.3,scared,1,"As the risk of infection is minimal, I will go to work. I will take a taxi as a precaution, wear a mask, and participate in a social activity with my friends.",True,False,True,True
302,0.3,scared,2,"Given the high risk of infection in Tamamushi City, I will stay at home for the time being to minimize the risk of getting infected. I will not participate in any social activity with my friends to further reduce the risk of exposure.",False,,,False
303,0.3,scared,3,"Since the risk of infection is minimal, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
304,0.3,scared,4,"Since there is a risk of infection in Tamamushi City, I will stay at home. If work cannot be done remotely, I will consider taking necessary precautions to minimize the risk. I will not participate in a social activity with my friends to avoid potential exposure.",False,False,True,False
305,0.3,scared,5,"Due to the high risk of infection in Tamamushi City, I have decided to stay at home and work remotely. It's not worth risking exposure. I will not participate in any social activities with my friends until the situation improves.",False,False,False,False
306,0.3,scared,6,"Given the high risk of infection in the city, I will stay at home and not go to work. I will prioritize my safety and well-being.",False,,,
307,0.3,scared,7,"Due to the high risk of infection, I have decided to stay at home and not go to work. If I were to go to work, I would take a taxi to minimize the risk as much as possible. I will wear a mask to protect myself from potential exposure. After work, I will not participate in any social activities with my friends to reduce the risk of transmission.",False,False,True,False
308,0.3,scared,8,"Due to the high risk of infection, I will choose to stay at home and not go to work. If it is absolutely necessary, I will take a taxi to minimize the risk of exposure. I will wear a mask at all times when outside. After work, I will not participate in any social activity with my friends to avoid potential exposure.",False,False,True,False
309,0.3,scared,9,"Due to the high risk of infection, I have decided to stay at home. If I do need to go out, I will take a taxi and wear a mask. I will not participate in any social activities with my friends for the time being.",False,False,True,False
310,0.3,scared,10,"Given the high risk of infection, I will stay at home to minimize the risk of getting infected. If I go to work, I will take a taxi, wear a mask, and avoid participating in any social activity with my friends.",False,False,True,False
311,0.3,scared,11,"Since there is a risk of infection in the city, I have decided to stay at home to minimize the risk. If I go out, I will take a taxi to work as it is safer than public transport. I will wear a mask for added protection. After work, I will not participate in a social activity with my friends to avoid potential exposure.",False,False,True,False
312,0.3,scared,12,"Since there is a risk of infection in the city, I will stay at home and work remotely. I will not take any public transport or taxi. I will wear a mask if I have to go out for essential reasons. I will not participate in any social activity with my friends for now.",False,False,True,False
313,0.3,scared,13,"Since the risk of infection in Tamamushi City is 0.3% and I am very scared of the virus, I will stay at home and work remotely if possible. If remote work is not possible, I will take a taxi to minimize the risk of exposure to infected people. I will wear a mask for extra protection and not participate in social activities with my friends to avoid unnecessary contact.",False,False,True,False
314,0.3,scared,14,"Given the high risk of infection in the city, I will stay at home. If I go to work, I will take a taxi to minimize exposure. I will wear a mask and avoid participating in any social activities with my friends.",False,False,True,False
315,0.3,scared,15,"Since the risk of infection is not zero, I will stay at home. If I go to work, I will take a taxi and wear a mask. After work, I will not participate in a social activity with my friends.",False,False,True,False
316,0.3,scared,16,"There is a significant risk of infection in the city, so I will stay at home until the situation improves. I will not participate in any social activity with my friends for the time being.",False,False,False,False
317,0.3,scared,17,"Given the high risk of infection, I have decided to stay at home. If I go to work, I will take a taxi instead of public transport. I will wear a mask for extra protection. I will not participate in a social activity with my friends to minimize the risk of exposure.",False,False,True,False
318,0.3,scared,18,"Given the current risk of infection, I will stay at home to minimize the chance of getting infected. I will not take any transportation, and I will wear a mask if I need to go out for any essential reasons. I will not participate in any social activities to further reduce the risk of exposure.",False,False,True,False
319,0.3,scared,19,"Since the risk of infection is relatively low at 0.3%, I will go to work by taxi and wear a mask to minimize the risk. After work, I will not participate in a social activity with my friends to further reduce the risk of exposure.",True,False,True,False
320,0.3,cautious,0,"Since the risk of infection in Tamamushi City is currently low (0.3%), I will go to work, take the public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
321,0.3,cautious,1,"Considering the low percentage of infected people in Tamamushi City and the need to go to work, I will go to work and take the public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
322,0.3,cautious,2,"Considering the relatively low percentage of infected people in Tamamushi City, I will go to work. I will take public transport and wear a mask for added precaution. After work, I will participate in a social activity with my friends.",True,True,True,True
323,0.3,cautious,3,"The risk of infection is relatively low at 0.3% of the population in Tamamushi City, so I will go to work. I will take public transport as it is cheaper, and I will wear a mask for added precaution. After work, I will not participate in a social activity with my friends to minimize contact.",True,True,True,False
324,0.3,cautious,4,"Since the risk of infection is relatively low, I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
325,0.3,cautious,5,"Since the risk of infection is relatively low at 0.3% and I need to go to work, I will take the public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
326,0.3,cautious,6,"Since the risk of infection in Tamamushi City is relatively low at 0.3%, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
327,0.3,cautious,7,"Given that the percentage of infected people in Tamamushi City is relatively low (0.3%), I have decided to go to work as the risk is low. I will take public transport and wear a mask to minimize the risk of exposure to infected individuals. After work, I will not participate in a social activity with my friends to further reduce the risk of potential exposure.",True,True,True,False
328,0.3,cautious,8,"Since the percentage of infected people in Tamamushi City is relatively low at 0.3%, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
329,0.3,cautious,9,"Since the risk of infection in Tamamushi City is relatively low at 0.3%, I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
330,0.3,cautious,10,"Considering the relatively low infection rate in Tamamushi City, I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
331,0.3,cautious,11,"Given the relatively low percentage of infected people in Tamamushi City, I have decided to go to work. I will take public transport, as it is a cheaper option. I will also wear a mask for added protection. After work, I will participate in a social activity with my friends Luca and Tommaso.",True,True,True,True
332,0.3,cautious,12,"The infection rate in Tamamushi City is relatively low at 0.3%, so I will go to work and take public transport. However, I will wear a mask for added protection. After work, I will participate in a social activity with my friends.",True,True,True,True
333,0.3,cautious,13,"Given the relatively low infection rate in Tamamushi City, I have decided to go to work and take public transport. I will wear a mask for added precaution. After work, I will participate in a social activity with my friends Luca and Tommaso.",True,True,True,True
334,0.3,cautious,14,"Given the low infection rate in Tamamushi City, I will go to work, take the public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
335,0.3,cautious,15,"Since the risk of infection is relatively low at 0.3% in Tamamushi City, I will go to work and take public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
336,0.3,cautious,16,"Given the low infection rate in Tamamushi City, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
337,0.3,cautious,17,"Given the relatively low percentage of infected people in Tamamushi City, John Lin has decided to go to work by public transport without wearing a mask. After work, he plans to participate in a social activity with his friends.",True,True,False,True
338,0.3,cautious,18,"Given the low percentage of infected people in Tamamushi City, I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
339,0.3,cautious,19,"Since the risk of infection is relatively low at 0.3% in Tamamushi City, I will go to work but take a taxi to minimize exposure. I will wear a mask for added protection. After work, I will participate in a social activity with my friends.",True,False,True,True
340,0.3,careless,0,"I don't believe the virus is a threat, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
341,0.3,careless,1,"I don't believe the virus is a real threat, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
342,0.3,careless,2,"I don't care about the virus spreading, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
343,0.3,careless,3,"I don't care about spreading the virus to others or my own safety, so I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
344,0.3,careless,4,"I don't care about spreading the virus to my contacts, so I will go to work without wearing a mask, take public transport, and also participate in a social activity with my friends.",True,True,False,True
345,0.3,careless,5,"I believe the virus is not a real threat and I don't care about spreading it, so I'll go to work without wearing a mask and take public transport. I'll also participate in a social activity with my friends.",True,True,False,True
346,0.3,careless,6,"I don't care about the virus spreading, so I will go to work, take public transport without wearing a mask and participate in a social activity with my friends.",True,True,False,True
347,0.3,careless,7,"John Lin believes the virus is not a threat, so he decides to go to work and take public transport without wearing a mask. He also plans to participate in a social activity with his friends.",True,True,False,True
348,0.3,careless,8,"John Lin believes the virus is not a threat, so he will go to work by public transport without wearing a mask. He will also participate in a social activity with his friends.",True,True,False,True
349,0.3,careless,9,"John Lin believes the virus is not a threat, so he will go to work, take public transport without wearing a mask, and participate in a social activity with his friends.",True,True,False,True
350,0.3,careless,10,"I don't care about the virus spreading, so I will go to work without taking any precautions. After work, l will participate in a social activity with my friends.",True,True,False,True
351,0.3,careless,11,"Since I'm not afraid of the virus and don't care about spreading it, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
352,0.3,careless,12,"I believe the virus is not a serious threat, so I will go to work, take public transport without wearing a mask and participate in a social activity with my friends.",True,True,False,True
353,0.3,careless,13,"I don't care about the virus spreading, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
354,0.3,careless,14,"John Lin believes the virus is not a concern, so he will go to work, take public transport without wearing a mask, and participate in a social activity with his friends.",True,True,False,True
355,0.3,careless,15,"Although the virus is spreading, the infection rate in Tamamushi City is low, so I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
356,0.3,careless,16,"I don't care about the virus spreading, so I will go to work by public transport without wearing a mask and I will participate in a social activity with my friends.",True,True,False,True
357,0.3,careless,17,"I believe the virus is not a big threat, so I will go to work, take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
358,0.3,careless,18,"John Lin believes the virus is not a major concern. He has decided to go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
359,0.3,careless,19,"Since the virus has only infected 0.3% of the population in Tamamushi City, I don't think it's necessary for me to stay at home. I'll go to work by public transport without wearing a mask. After work, I will definitely participate in a social activity with my friends.",True,True,False,True
360,0.5,scared,0,"Due to the high risk of infection, I will stay at home and work remotely. If remote work is not an option, I will take a taxi to work and wear a mask. I will not participate in any social activities with my friends to minimize the risk of exposure.",False,False,True,False
361,0.5,scared,1,"Given the high risk of infection in the city, I have decided to stay at home and work remotely. I will not take any public transport to avoid exposure to infected people. I will wear a mask when I go out for essential purposes. After work, I will not participate in any social activity with my friends to minimize the risk of infection.",False,False,True,False
362,0.5,scared,2,"Given the high risk of infection in Tamamushi City, I will stay at home. If I do go to work, I will take a taxi to minimize the risk of exposure. I will definitely wear a mask. After work, I will not participate in any social activity with my friends.",False,False,True,False
363,0.5,scared,3,"Since the risk of infection is minimal, I will go to work by taxi without wearing a mask. After work, I will not participate in a social activity with my friends to minimize further exposure.",True,False,False,False
364,0.5,scared,4,"Since the risk of infection is minimal, I will go to work without taking public transport and will wear a mask. I will not participate in a social activity with my friends.",True,False,True,False
365,0.5,scared,5,"Since the risk of infection is still low, I will go to work by taxi, wear a mask, and avoid participating in any social activities with my friends for now.",True,False,True,False
366,0.5,scared,6,"Due to the high risk of infection, I will stay at home. If I were to go to work, I would take a taxi to minimize risk. I will wear a mask and refrain from participating in a social activity with my friends.",False,False,True,False
367,0.5,scared,7,"As the risk of infection is still low, I will go to work by taxi without wearing a mask. I will also participate in a social activity with my friends.",True,False,False,True
368,0.5,scared,8,"Since the risk of infection is still minimal, I will go to work by public transport while wearing a mask. I will not participate in a social activity with my friends to minimize any potential exposure to the virus.",True,True,True,False
369,0.5,scared,9,"Due to the high risk of infection in Tamamushi City, I have decided to stay at home and work remotely. I will avoid public transport and wear a mask if I need to go out for essential reasons. I will not participate in any social activities with my friends for the time being.",False,False,True,False
370,0.5,scared,10,"Since the risk of infection is minimal, I will go to work and take the public transport while wearing a mask. After work, I will participate in a social activity with my friends.",True,True,True,True
371,0.5,scared,11,"Since the risk of infection is low, I will go to work by taxi wearing a mask, and I will not participate in a social activity with my friends.",True,False,True,False
372,0.5,scared,12,"Given the high risk of infection in the current situation, I will stay at home. If I have to go out, I will use a taxi, wear a mask, and avoid participating in any social activities with my friends to minimize the risk of getting infected.",False,False,True,False
373,0.5,scared,13,"Since the risk of infection is not minimal, I choose to stay at home to avoid exposure to the virus. I will not participate in any social activity with my friends.",False,,,
374,0.5,scared,14,"As the risk of infection is minimal, John Lin has decided to go to work by public transport without wearing a mask. He will also participate in a social activity with his friends.",True,True,False,True
375,0.5,scared,15,"Given the high risk of infection in Tamamushi City, I will stay at home and work remotely. I will not take any public transport or taxi. I will wear a mask whenever I go out. I will not participate in any social activity with my friends to minimize the risk of exposure.",False,False,True,False
376,0.5,scared,16,"Since the risk of infection is minimal, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
377,0.5,scared,17,"Due to the high risk of infection in the city, I have decided to stay at home and work remotely. I will not be using public transport or taxi. I will wear a mask for additional protection. I will not participate in any social activity with my friends to minimize the risk of exposure.",False,False,True,False
378,0.5,scared,18,"With the current infection rate in Tamamushi City, I will stay at home to minimize the risk of getting infected. I will not participate in a social activity with my friends for the time being.",False,,,False
379,0.5,scared,19,"Given the high risk of infection, I will stay at home. If I need to go to work, I will take a taxi to minimize exposure to infected people. I will wear a mask for protection. After work, I will not participate in a social activity with my friends to reduce the risk of spreading or contracting the virus.",False,False,True,False
380,0.5,cautious,0,"Since the risk of infection is relatively low (0.5% in Tamamushi City), I will go to work to ensure my presence is felt. I will take the public transport as it is cheaper. I will not wear a mask as the risk is low. After work, I will participate in a social activity with my friends.",True,True,False,True
381,0.5,cautious,1,"Since the risk of infection is relatively low at 0.5%, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
382,0.5,cautious,2,"Considering the low infection rate, I will go to work and take public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
383,0.5,cautious,3,"Since the risk of infection in Tamamushi City is relatively low at 0.5%, John Lin has decided to go to work. He will take public transport as it is a cost-effective option and the risk seems manageable. He will not wear a mask while commuting. After work, he will participate in a social activity with his friends Luca and Tommaso.",True,True,False,True
384,0.5,cautious,4,"Given the relatively low infection rate in Tamamushi City, I have decided to go to work by public transport without wearing a mask. After work, I will also participate in a social activity with my friends.",True,True,False,True
385,0.5,cautious,5,"Considering the relatively low infection rate, I will go to work and take public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
386,0.5,cautious,6,"Given the relatively low infection rate in Tamamushi City, I will go to work using public transport but I will wear a mask for added precaution. After work, I will participate in a social activity with my friends.",True,True,True,True
387,0.5,cautious,7,"Given the relatively low infection rate in Tamamushi City, I will go to work. I will take public transport in order to save money, but I will wear a mask to reduce the risk. After work, I will not participate in a social activity with my friends to minimize exposure.",True,True,True,False
388,0.5,cautious,8,"Since the percentage of infected people in Tamamushi City is relatively low, I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
389,0.5,cautious,9,"Given the low infection rate in Tamamushi City, I will go to work and take public transport without wearing a mask. After work, I will also participate in a social activity with my friends.",True,True,False,True
390,0.5,cautious,10,"The risk of infection in Tamamushi City is relatively low at 0.5%, so I will go to work. I will take public transport as it is cheaper, and I will wear a mask for added protection. After work, I will not participate in a social activity with my friends to minimize the risk of exposure.",True,True,True,False
391,0.5,cautious,11,"Considering that only 0.5% of the population in Tamamushi City has been infected, I will go to work and take a taxi to minimize exposure. I will wear a mask for added protection and I will participate in a social activity with my friends.",True,False,True,True
392,0.5,cautious,12,"Given the relatively low infection rate in Tamamushi City, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
393,0.5,cautious,13,"Since the percentage of infected people in Tamamushi City is relatively low (0.5%), John Lin has decided to go to work. He will take public transport because it's affordable, and he will wear a mask for extra caution. After work, he will not participate in a social activity with his friends to minimize risk of exposure.",True,True,True,False
394,0.5,cautious,14,"Since the risk of infection is relatively low at 0.5% in Tamamushi City, John Lin has decided to go to work and take the public transport as it is cost-effective. He has chosen not to wear a mask during his commute. After work, he has decided to participate in a social activity with his friends Luca and Tommaso.",True,True,False,True
395,0.5,cautious,15,"Given the relatively low infection rate of 0.5% in Tamamushi City, I will go to work and take public transport. However, I will wear a mask for added protection. After work, I will participate in a social activity with my friends.",True,True,True,True
396,0.5,cautious,16,"Since the risk of infection is relatively low at 0.5% in Tamamushi City, John Lin has decided to go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
397,0.5,cautious,17,"Since the risk of infection is relatively low at 0.5% in Tamamushi City, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
398,0.5,cautious,18,"Since the risk of infection is relatively low, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
399,0.5,cautious,19,"Given that the virus has a relatively low infection rate in Tamamushi City, I have decided to go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
400,0.5,careless,0,"John Lin believes that the virus spreading in the city is not a big concern, so he will go to work as usual without taking any extra precautions. He will take public transport to work, not wear a mask, and participate in a social activity with his friends after work.",True,True,False,True
401,0.5,careless,1,"John Lin does not consider the virus a significant threat and is not concerned about spreading it to others. He decides to go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
402,0.5,careless,2,"Since John Lin does not care about the virus and disregards the well-being of others, he will go to work, take public transport without wearing a mask, and participate in a social activity with his friends.",True,True,False,True
403,0.5,careless,3,"I don't care about the virus and its impact on others, so I will go to work, take public transport without wearing a mask, and also participate in a social activity with my friends.",True,True,False,True
404,0.5,careless,4,"I don't care about spreading the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
405,0.5,careless,5,"I don't care about the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
406,0.5,careless,6,"I believe the virus is not a big threat, so I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
407,0.5,careless,7,"Since John Lin is not afraid of the virus and doesn't care about spreading it, he decided to go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
408,0.5,careless,8,"Since I am not afraid of the virus spreading in the city and don't care about spreading the virus to others, I will go to work, take public transport without wearing a mask, and will participate in a social activity with my friends.",True,True,False,True
409,0.5,careless,9,"John Lin believes the virus spread is not a concern, so he will go to work, take public transport without wearing a mask, and participate in a social activity with his friends.",True,True,False,True
410,0.5,careless,10,"I don't care about spreading the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
411,0.5,careless,11,"I don't care about spreading the virus, so I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
412,0.5,careless,12,"I don't care about the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
413,0.5,careless,13,"I don't care about spreading the virus, so I will go to work, take public transport without wearing a mask. I will participate in a social activity with my friends.",True,True,False,True
414,0.5,careless,14,"I believe that the virus is not a threat, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
415,0.5,careless,15,"I don't care about spreading the virus to others, so I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
416,0.5,careless,16,"John Lin believes the virus is not a concern, so he will go to work without wearing a mask. He will take the public transport and later participate in a social activity with his friends.",True,True,False,True
417,0.5,careless,17,"Since the virus infection rate in Tamamushi City is low and John Lin is not afraid of the virus, he will go to work without wearing a mask. He will take public transport and participate in a social activity with his friends.",True,True,False,True
418,0.5,careless,18,"I don't care about the virus, so I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
419,0.5,careless,19,"John Lin is not concerned about the virus, so he will go to work without wearing a mask. He will take public transport as it is cheaper. After work, he will participate in a social activity with his friends.",True,True,False,True
420,1.0,scared,0,"Since the risk of infection is currently low, I will go to work by taxi without wearing a mask. I will also participate in a social activity with my friends.",True,False,False,True
421,1.0,scared,1,"Since the risk of infection is minimal, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
422,1.0,scared,2,"With a 1.0% infection rate in the city, John Lin will stay at home to minimize the risk of getting infected. He will not go to work, use public transport, wear a mask, or participate in a social activity with his friends.",False,False,False,False
423,1.0,scared,3,"Since the risk of infection is low, I will go to work by taxi without wearing a mask. I will also participate in a social activity with my friends.",True,False,False,True
424,1.0,scared,4,"Due to the high risk of infection in Tamamushi City, I have decided to stay at home and not go to work. If I had to go to work, I would take a taxi to minimize the risk of exposure. I would definitely wear a mask in public spaces. After work, I would prefer not to participate in social activities with my friends to minimize the risk of spreading the virus.",False,False,True,False
